,cldCvrAvg,cldCvrMax,cldCvrMin,country,dewPtAvg,dewPtMax,dewPtMin,feelsLikeAvg,feelsLikeMax,feelsLikeMin,postal_code,precip,relHumAvg,relHumMax,relHumMin,sfcPresAvg,sfcPresMax,sfcPresMin,snowfall,spcHumAvg,spcHumMax,spcHumMin,tempAvg,tempMax,tempMin,timestamp,wetBulbAvg,wetBulbMax,wetBulbMin,windSpdAvg,windSpdMax,windSpdMin,predicted,zips
19,80.0,100.0,56.0,us,27.8,38.2,23.2,38.9,45.6,31.0,20816,0.07,64.6,92.1,42.2,1020.8,1024.9,1013.6,0.0,3.2,4.8,2.6,39.5,45.6,31.0,2014-11-16T00:00:00-05:00,35.6,39.5,28.7,2.7,8.0,0.0,4,78552
20,80.0,96.0,42.0,us,39.7,46.5,27.2,40.0,46.9,27.0,20816,0.52,88.9,100.0,59.7,1004.1,1013.0,997.2,0.0,5.2,6.7,3.1,42.9,47.9,39.8,2014-11-17T00:00:00-05:00,41.6,47.0,35.4,5.7,14.0,1.3,4,78552
21,15.0,32.0,2.0,us,8.3,24.6,3.1,21.0,32.4,15.0,20816,0.0,43.5,59.5,30.9,1013.7,1021.4,1004.7,0.0,1.4,2.8,1.1,28.1,37.4,23.0,2014-11-18T00:00:00-05:00,24.0,33.1,19.6,12.9,18.0,3.4,4,78552
22,35.0,93.0,1.0,us,9.5,14.1,5.5,22.2,30.1,10.0,20816,0.0,46.1,65.2,35.8,1020.1,1024.6,1014.3,0.0,1.4,1.8,1.2,28.0,35.9,18.8,2014-11-19T00:00:00-05:00,23.9,30.4,16.7,6.5,12.0,1.8,4,78552
23,36.0,88.0,6.0,us,18.6,25.3,12.5,33.2,51.4,23.0,20816,0.0,41.5,54.5,31.3,1011.5,1014.7,1007.5,0.0,2.2,2.9,1.7,40.5,53.0,32.1,2014-11-20T00:00:00-05:00,34.1,43.5,27.9,7.9,14.0,3.0,4,78552
24,26.0,100.0,1.0,us,11.3,14.9,8.8,25.2,29.0,19.0,20816,0.0,43.6,65.2,32.3,1025.5,1031.2,1016.0,0.0,1.5,1.8,1.4,31.3,35.6,24.6,2014-11-21T00:00:00-05:00,26.7,29.9,22.1,9.3,15.0,1.5,4,78552
0,32.0,100.0,1.0,us,17.4,20.0,15.5,33.2,46.4,20.9,20816,0.0,50.9,77.5,28.2,1026.1,1031.3,1020.8,0.0,2.0,2.3,1.9,35.7,49.3,22.2,2014-11-22T00:00:00-05:00,30.6,40.5,20.5,5.0,10.0,0.0,4,78552
1,68.0,97.0,14.0,us,29.5,50.0,19.6,43.3,55.0,29.0,20816,0.06,53.4,97.2,37.2,1016.3,1020.3,1006.0,0.0,3.7,7.6,2.2,46.5,55.4,36.4,2014-11-23T00:00:00-05:00,40.6,50.4,31.9,5.6,12.0,0.6,4,78552
2,64.0,100.0,12.0,us,57.4,62.1,51.5,61.7,76.0,47.0,20816,0.2,79.3,100.0,52.6,1001.0,1005.4,998.9,0.0,10.1,11.9,8.1,64.5,71.9,52.2,2014-11-24T00:00:00-05:00,60.2,62.6,51.8,14.2,18.0,7.9,4,78552
3,84.0,97.0,50.0,us,39.5,59.2,32.5,53.3,59.0,47.9,20816,0.0,58.4,85.1,40.5,1012.1,1016.6,1004.7,0.0,5.4,10.7,3.8,54.4,64.5,46.9,2014-11-25T00:00:00-05:00,47.9,61.2,42.4,5.4,8.0,0.0,4,78552
4,88.0,100.0,46.0,us,36.0,41.5,32.9,33.4,47.0,25.0,20816,0.91,91.3,100.0,70.8,1013.0,1017.9,1008.5,0.0,4.4,5.5,3.9,38.5,46.5,32.9,2014-11-26T00:00:00-05:00,37.4,42.7,32.9,7.8,12.0,0.6,4,78552
5,76.0,100.0,33.0,us,32.6,36.3,28.8,33.5,39.0,25.0,20816,0.0,83.2,97.2,55.4,1014.0,1018.1,1011.4,0.0,3.9,4.5,3.3,37.6,44.0,33.7,2014-11-27T00:00:00-05:00,35.6,40.1,33.3,4.6,10.0,2.0,4,78552
6,55.0,100.0,12.0,us,22.9,28.1,20.4,28.2,35.0,22.0,20816,0.0,65.4,80.2,51.5,1021.0,1023.2,1018.3,0.0,2.6,3.2,2.3,33.4,36.5,27.8,2014-11-28T00:00:00-05:00,30.1,32.8,26.1,8.2,14.0,0.0,4,78552
7,72.0,100.0,39.0,us,26.7,31.6,22.9,33.4,43.4,28.0,20816,0.0,65.0,79.3,48.5,1020.9,1023.3,1017.1,0.0,3.0,3.7,2.6,37.7,45.4,29.2,2014-11-29T00:00:00-05:00,33.7,39.4,27.2,5.4,14.0,0.0,4,78552
8,60.0,100.0,20.0,us,37.8,45.2,30.9,47.5,65.3,31.0,20816,0.0,62.3,77.8,46.4,1015.9,1017.4,1012.9,0.0,4.8,6.3,3.6,50.6,65.3,37.2,2014-11-30T00:00:00-05:00,44.7,54.7,34.8,6.6,10.0,3.0,4,78552
9,70.0,100.0,49.0,us,46.3,54.8,35.0,53.6,66.0,39.0,20816,0.08,69.4,89.9,51.5,1019.4,1028.3,1016.2,0.0,6.6,9.0,4.2,56.6,70.6,44.0,2014-12-01T00:00:00-05:00,51.2,60.2,40.2,7.2,15.0,1.7,4,78552
10,76.0,100.0,29.0,us,34.3,35.4,33.2,34.2,38.0,30.0,20816,0.52,92.6,99.1,74.9,1028.3,1031.3,1022.5,0.0,4.1,4.3,3.9,36.3,42.4,33.8,2014-12-02T00:00:00-05:00,35.5,39.4,33.7,4.8,10.0,0.0,4,78552
11,79.0,100.0,30.0,us,39.8,48.4,28.9,39.6,50.0,33.0,20816,0.02,90.0,99.5,58.6,1018.3,1022.5,1013.2,0.0,5.2,7.1,3.3,42.9,50.2,36.2,2014-12-03T00:00:00-05:00,41.6,49.3,36.2,6.7,15.0,3.0,4,78552
12,71.0,96.0,26.0,us,29.2,31.9,27.3,39.3,44.0,34.0,20816,0.01,66.2,85.5,54.7,1026.0,1028.8,1022.7,0.0,3.3,3.7,3.1,39.7,44.3,32.2,2014-12-04T00:00:00-05:00,35.8,38.6,30.8,2.8,7.0,0.4,4,78552
13,82.0,100.0,56.0,us,34.5,39.2,31.4,39.6,42.0,37.0,20816,0.02,80.9,95.4,70.0,1027.5,1029.8,1023.7,0.0,4.1,5.0,3.6,40.0,41.1,39.0,2014-12-05T00:00:00-05:00,37.7,39.8,36.3,2.4,7.0,1.0,4,78552
14,87.0,100.0,54.0,us,42.7,48.6,39.4,41.8,49.5,33.0,20816,0.53,93.6,98.6,86.5,1017.7,1023.1,1012.6,0.0,5.7,7.2,5.0,44.4,49.5,40.7,2014-12-06T00:00:00-05:00,43.6,49.0,40.1,4.5,14.0,1.6,4,78552
15,27.0,96.0,1.0,us,26.2,38.8,18.8,31.4,37.0,26.0,20816,0.01,60.8,90.7,37.7,1027.0,1031.1,1020.4,0.0,3.0,4.9,2.1,39.4,46.1,34.3,2014-12-07T00:00:00-05:00,35.1,40.1,30.0,13.5,18.0,7.0,4,78552
16,66.0,92.0,11.0,us,23.2,29.6,17.0,28.0,32.0,22.0,20816,0.02,68.0,91.7,54.7,1028.3,1031.7,1020.9,0.2,2.6,3.4,2.0,32.8,35.1,30.0,2014-12-08T00:00:00-05:00,29.9,32.6,26.5,8.0,12.0,7.0,4,78552
17,86.0,100.0,51.0,us,34.9,38.9,30.7,30.2,33.0,25.0,20816,0.33,93.9,97.8,80.1,1011.7,1020.0,1007.6,1.1,4.3,5.0,3.5,36.6,42.6,31.4,2014-12-09T00:00:00-05:00,35.9,40.2,31.1,11.4,15.0,4.1,4,78552
18,64.0,99.0,27.0,us,32.1,35.9,26.3,31.7,41.0,26.0,20816,0.0,69.4,79.9,59.4,1007.0,1008.8,1005.8,0.0,3.8,4.4,3.0,41.5,46.5,37.2,2014-12-10T00:00:00-05:00,37.8,41.3,33.4,15.3,18.0,10.9,4,78552
19,70.0,100.0,26.0,us,19.3,26.3,7.6,29.2,36.5,24.0,20816,0.0,50.6,69.0,25.9,1008.9,1013.0,1006.7,0.0,2.3,3.0,1.3,37.0,40.8,33.0,2014-12-11T00:00:00-05:00,32.1,34.3,29.4,12.4,18.0,3.0,4,78552
20,70.0,100.0,10.0,us,22.4,27.6,7.3,30.1,38.0,25.0,20816,0.0,52.4,65.8,25.7,1014.7,1016.9,1012.3,0.0,2.6,3.1,1.3,38.9,42.8,34.3,2014-12-12T00:00:00-05:00,33.8,37.0,30.8,11.1,15.0,2.5,4,78552
21,45.0,100.0,22.0,us,28.0,31.7,24.2,35.2,44.5,22.0,20816,0.0,68.3,84.2,56.2,1014.5,1016.8,1012.1,0.0,3.2,3.7,2.7,37.7,46.0,29.1,2014-12-13T00:00:00-05:00,34.1,40.2,27.6,3.6,10.0,0.4,4,78552
22,79.0,100.0,38.0,us,35.7,39.6,30.2,39.3,48.9,30.0,20816,0.0,73.0,86.9,60.5,1011.6,1013.0,1010.2,0.0,4.4,5.1,3.5,44.0,52.0,34.7,2014-12-14T00:00:00-05:00,40.3,46.1,33.0,6.5,15.0,0.6,4,78552
23,64.0,100.0,28.0,us,39.5,42.6,36.0,43.9,57.6,34.0,20816,0.0,78.8,93.1,57.1,1014.1,1015.3,1012.7,0.0,5.1,5.7,4.4,46.1,57.6,37.8,2014-12-15T00:00:00-05:00,43.0,50.3,37.0,3.0,7.0,0.0,4,78552
24,77.0,100.0,6.0,us,40.4,45.4,35.3,41.2,47.0,35.0,20816,0.33,97.5,100.0,89.3,1010.8,1013.7,1006.6,0.0,5.3,6.4,4.3,41.1,45.8,35.4,2014-12-16T00:00:00-05:00,40.8,45.6,35.4,4.1,7.0,1.0,4,78552
0,39.0,100.0,3.0,us,34.7,42.4,25.3,41.7,49.1,33.3,20816,0.0,72.1,98.4,47.8,1011.4,1014.4,1008.5,0.0,4.3,5.7,2.9,44.0,51.8,37.8,2014-12-17T00:00:00-05:00,40.3,46.2,33.5,5.0,8.5,1.9,4,78552
1,66.0,100.0,4.0,us,23.2,24.9,20.7,31.8,38.0,24.0,20816,0.0,59.2,66.4,54.3,1016.1,1018.2,1014.4,0.0,2.6,2.8,2.3,36.1,38.1,32.9,2014-12-18T00:00:00-05:00,31.9,33.5,29.2,8.4,14.0,4.4,4,78552
2,79.0,100.0,2.0,us,24.5,25.9,23.2,30.8,34.1,28.0,20816,0.0,65.2,73.3,57.3,1017.5,1021.0,1015.5,0.0,2.8,2.9,2.6,35.1,38.9,30.7,2014-12-19T00:00:00-05:00,31.5,34.3,28.3,5.2,7.2,2.2,4,78552
3,73.0,100.0,3.0,us,22.9,24.9,21.1,32.0,38.0,24.6,20816,0.0,69.5,83.5,54.0,1021.5,1023.0,1019.9,0.0,2.6,2.8,2.4,32.0,38.0,25.5,2014-12-20T00:00:00-05:00,29.1,33.2,24.2,1.4,3.0,0.0,4,78552
4,74.0,100.0,17.0,us,25.6,26.6,24.9,35.5,41.0,31.0,20816,0.0,70.0,88.8,53.3,1022.9,1024.4,1020.9,0.0,2.9,3.0,2.8,34.7,41.8,27.8,2014-12-21T00:00:00-05:00,31.6,36.3,26.8,0.6,2.0,0.0,4,78552
5,67.0,100.0,17.0,us,29.2,34.0,24.0,30.9,35.5,27.0,20816,0.17,88.6,97.5,72.9,1019.9,1023.3,1015.2,0.0,3.4,4.1,2.7,32.3,36.4,27.1,2014-12-22T00:00:00-05:00,31.2,34.4,26.2,3.0,6.0,0.0,4,78552
6,82.0,100.0,14.0,us,40.2,44.3,34.7,40.5,47.0,33.0,20816,0.03,98.2,99.7,96.5,1013.8,1014.9,1012.8,0.0,5.3,6.1,4.2,40.7,44.9,35.2,2014-12-23T00:00:00-05:00,40.5,44.6,35.0,2.2,3.0,0.0,4,78552
7,93.0,100.0,56.0,us,47.7,53.7,44.2,47.1,54.0,42.0,20816,0.61,98.7,100.0,97.0,1004.4,1013.4,997.2,0.0,7.0,8.8,6.1,48.0,54.5,44.4,2014-12-24T00:00:00-05:00,47.8,54.0,44.4,5.6,12.0,0.0,4,78552
8,59.0,100.0,3.0,us,38.7,56.4,31.4,46.5,56.1,35.0,20816,0.06,69.0,98.0,47.4,1008.9,1020.4,996.9,0.0,5.2,9.7,3.6,49.2,56.9,41.4,2014-12-25T00:00:00-05:00,44.8,56.6,37.5,9.1,15.0,3.5,4,78552
9,8.0,100.0,1.0,us,32.1,34.1,29.4,41.5,50.0,33.0,20816,0.0,72.0,91.0,47.0,1021.3,1024.0,1019.5,0.0,3.8,4.1,3.4,41.1,52.7,31.7,2014-12-26T00:00:00-05:00,37.5,44.7,30.8,3.0,7.0,2.0,4,78552
10,44.0,93.0,15.0,us,33.2,36.7,30.5,44.8,60.2,32.0,20816,0.0,69.7,95.3,32.5,1019.4,1022.3,1016.1,0.0,3.9,4.5,3.5,44.3,60.2,32.9,2014-12-27T00:00:00-05:00,39.8,48.8,32.3,1.5,6.0,0.0,4,78552
11,88.0,100.0,49.0,us,42.6,48.9,36.8,49.9,58.5,41.0,20816,0.03,76.5,95.7,54.0,1011.6,1015.8,1008.7,0.0,5.8,7.3,4.6,50.0,58.5,43.2,2014-12-28T00:00:00-05:00,46.5,50.9,40.4,2.4,6.0,0.0,4,78552
12,86.0,100.0,56.0,us,31.5,41.8,27.4,40.6,44.1,37.0,20816,0.04,67.9,89.9,54.8,1018.4,1020.6,1016.2,0.0,3.7,5.5,3.1,41.6,44.6,39.5,2014-12-29T00:00:00-05:00,37.8,43.2,35.8,2.7,6.0,0.2,4,78552
13,49.0,97.0,1.0,us,20.6,25.8,15.1,32.5,37.4,26.8,20816,0.0,54.5,71.4,35.7,1024.5,1026.8,1021.0,0.0,2.3,2.9,1.8,35.7,40.3,26.9,2014-12-30T00:00:00-05:00,31.2,34.8,24.6,3.8,7.0,0.9,4,78552
14,18.0,100.0,1.0,us,15.0,19.3,9.8,24.0,34.6,13.0,20816,0.0,55.8,74.9,33.1,1024.8,1027.3,1020.7,0.0,1.8,2.2,1.5,29.6,36.0,25.1,2014-12-31T00:00:00-05:00,25.9,30.2,22.6,5.9,12.0,1.0,4,78552
15,18.0,100.0,1.0,us,17.5,24.7,14.3,29.4,39.5,18.0,20816,0.0,54.3,71.4,34.3,1017.2,1020.8,1013.6,0.0,2.1,2.8,1.8,33.0,43.0,22.5,2015-01-01T00:00:00-05:00,28.6,36.0,20.5,4.9,8.0,0.4,4,78552
0,51.0,79.0,20.0,us,24.6,30.6,17.5,33.9,42.8,27.1,20816,0.0,64.3,84.8,46.0,1022.4,1026.1,1017.7,0.0,2.8,3.5,2.0,35.8,45.3,27.1,2014-01-01T00:00:00-05:00,32.0,38.7,24.9,3.3,7.3,0.2,5,11949
1,81.0,96.0,40.0,us,31.1,33.5,28.3,31.4,36.0,28.3,20816,0.3,91.0,100.0,78.3,1007.7,1016.5,999.5,0.9,3.7,4.0,3.2,33.5,36.9,30.8,2014-01-02T00:00:00-05:00,32.6,35.5,30.1,2.9,5.4,0.8,5,11949
2,46.0,100.0,3.0,us,9.8,28.0,1.7,10.5,25.6,1.0,20816,0.01,66.8,97.9,42.5,1017.8,1028.9,1000.7,0.1,1.6,3.2,1.0,19.8,29.6,14.6,2014-01-03T00:00:00-05:00,17.8,29.0,12.7,8.5,15.0,0.9,5,11949
3,22.0,100.0,1.0,us,11.4,17.0,6.1,18.3,26.2,8.4,20816,0.0,63.2,80.7,44.8,1026.1,1030.3,1021.8,0.0,1.6,2.0,1.2,22.5,32.8,12.2,2014-01-04T00:00:00-05:00,19.9,28.3,11.3,4.2,8.6,0.3,5,11949
4,83.0,100.0,27.0,us,30.2,36.8,16.5,32.3,36.7,22.6,20816,0.09,85.4,100.0,58.9,1015.6,1021.5,1003.1,0.0,3.6,4.6,2.0,34.4,37.2,29.1,2014-01-05T00:00:00-05:00,33.0,37.0,25.7,2.9,6.8,0.7,5,11949
5,50.0,100.0,6.0,us,25.0,44.6,-8.8,26.3,45.2,-7.8,20816,0.07,70.9,100.0,41.2,1002.5,1014.1,995.9,0.0,3.5,6.3,0.6,34.4,46.3,9.4,2014-01-06T00:00:00-05:00,32.1,45.5,7.3,11.3,17.7,3.0,5,11949
6,5.0,12.0,1.0,us,-7.8,-3.2,-13.0,-1.6,11.9,-11.4,20816,0.0,44.5,51.6,37.1,1023.0,1028.0,1015.3,0.0,0.6,0.8,0.5,9.7,16.5,4.0,2014-01-07T00:00:00-05:00,7.6,13.6,2.3,8.2,13.6,1.7,5,11949
7,38.0,92.0,1.0,us,3.6,13.5,-3.0,17.1,26.8,5.5,20816,0.0,50.6,69.7,34.8,1029.7,1032.7,1027.6,0.0,1.1,1.7,0.8,19.7,29.1,8.4,2014-01-08T00:00:00-05:00,16.8,24.5,7.2,2.6,5.8,0.4,5,11949
8,73.0,100.0,33.0,us,19.0,21.5,14.2,29.0,36.9,23.9,20816,0.0,61.4,74.3,47.2,1031.3,1033.9,1028.5,0.0,2.2,2.4,1.8,30.9,38.3,25.7,2014-01-09T00:00:00-05:00,27.5,32.9,23.3,2.6,6.0,0.7,5,11949
9,73.0,87.0,51.0,us,31.4,36.2,22.2,33.9,36.8,30.4,20816,0.32,90.3,100.0,70.2,1024.8,1030.1,1018.0,0.7,3.7,4.4,2.5,34.1,36.8,30.7,2014-01-10T00:00:00-05:00,33.2,36.5,28.0,1.3,2.1,0.1,5,11949
10,84.0,100.0,50.0,us,43.4,52.3,35.5,42.5,51.0,34.8,20816,0.48,97.9,100.0,86.2,1002.8,1017.0,991.5,0.0,6.1,8.4,4.3,43.9,52.3,36.1,2014-01-11T00:00:00-05:00,43.6,52.3,35.9,3.9,8.6,0.3,5,11949
11,38.0,100.0,1.0,us,32.1,44.3,28.2,41.1,47.7,34.8,20816,0.0,62.8,83.2,51.1,1008.2,1015.5,997.3,0.0,3.8,6.2,3.2,44.2,50.6,34.8,2014-01-12T00:00:00-05:00,39.4,47.4,33.1,6.4,10.8,0.8,5,11949
12,41.0,90.0,1.0,us,33.7,39.1,28.5,42.9,57.7,28.9,20816,0.0,68.6,91.4,45.7,1012.5,1015.9,1008.4,0.0,4.1,5.0,3.3,44.3,57.7,31.0,2014-01-13T00:00:00-05:00,39.7,49.0,30.1,5.1,9.5,0.8,5,11949
13,71.0,94.0,10.0,us,43.8,47.7,37.0,45.0,49.2,39.4,20816,0.35,91.1,100.0,58.4,1005.6,1009.2,1003.0,0.0,6.1,7.0,4.6,46.5,51.1,39.4,2014-01-14T00:00:00-05:00,45.2,48.3,39.4,4.2,12.1,0.3,5,11949
14,80.0,100.0,12.0,us,36.8,42.0,28.8,38.3,48.8,32.7,20816,0.0,86.3,100.0,62.5,1009.5,1011.1,1007.4,0.0,4.6,5.6,3.3,40.8,48.8,37.0,2014-01-15T00:00:00-05:00,39.1,45.3,35.2,4.3,13.1,1.1,5,11949
15,58.0,100.0,17.0,us,22.5,30.7,16.6,30.4,36.7,23.9,20816,0.0,62.9,87.8,41.5,1010.8,1013.2,1008.5,0.0,2.6,3.6,2.0,34.4,39.0,29.9,2014-01-16T00:00:00-05:00,30.8,34.8,27.6,4.9,8.3,0.6,5,11949
16,62.0,100.0,18.0,us,27.3,30.6,24.4,34.9,44.9,26.7,20816,0.0,68.3,86.0,44.1,1008.9,1011.0,1005.7,0.0,3.1,3.6,2.8,37.3,47.1,29.1,2014-01-17T00:00:00-05:00,33.7,39.8,27.9,3.6,5.4,1.1,5,11949
17,45.0,100.0,7.0,us,16.0,29.9,8.6,20.6,34.1,15.9,20816,0.0,59.9,87.6,44.7,1009.1,1012.2,1005.7,0.0,2.1,3.5,1.4,28.8,36.7,22.5,2014-01-18T00:00:00-05:00,25.6,33.9,19.7,9.3,14.2,0.6,5,11949
18,43.0,100.0,15.0,us,18.9,25.5,9.3,30.7,42.9,19.4,20816,0.0,53.8,72.9,40.8,1006.4,1011.3,1003.0,0.0,2.2,2.9,1.4,34.3,47.2,23.1,2014-01-19T00:00:00-05:00,29.6,39.7,20.8,5.0,10.4,1.0,5,11949
19,53.0,92.0,22.0,us,25.4,27.7,23.7,41.1,52.5,33.4,20816,0.0,49.5,60.7,32.9,1003.4,1008.9,1000.2,0.0,2.9,3.2,2.7,43.7,54.5,36.0,2014-01-20T00:00:00-05:00,37.4,44.5,31.9,5.3,10.4,1.9,5,11949
20,72.0,99.0,34.0,us,22.7,27.7,9.1,20.4,37.4,0.6,20816,0.14,81.8,97.4,63.8,1006.9,1009.0,1003.7,2.1,2.6,3.2,1.4,27.8,37.5,14.4,2014-01-21T00:00:00-05:00,26.1,33.6,13.2,7.6,12.1,1.7,5,11949
21,34.0,100.0,1.0,us,-1.1,4.6,-2.7,-0.7,6.3,-10.2,20816,0.0,56.4,71.0,45.0,1012.1,1015.3,1008.1,0.0,0.9,1.2,0.8,11.6,16.4,4.9,2014-01-22T00:00:00-05:00,9.7,13.6,3.8,9.2,12.0,4.0,5,11949
22,59.0,100.0,5.0,us,2.9,12.6,-1.1,8.4,18.3,-0.4,20816,0.0,57.0,73.2,41.1,1020.5,1027.1,1015.9,0.0,1.1,1.6,0.9,15.7,25.9,8.0,2014-01-23T00:00:00-05:00,13.4,22.2,6.9,6.1,12.6,0.2,5,11949
23,42.0,100.0,4.0,us,-1.3,1.0,-3.7,4.5,14.1,-4.3,20816,0.0,49.1,64.1,34.9,1025.9,1030.7,1017.3,0.0,0.9,1.0,0.8,14.8,21.8,7.0,2014-01-24T00:00:00-05:00,12.4,18.3,5.6,7.5,10.9,4.5,5,11949
24,82.0,98.0,50.0,us,5.8,16.0,-0.5,14.0,26.8,6.6,20816,0.0,45.0,50.2,40.8,1003.6,1015.6,994.5,0.0,1.3,2.0,0.9,24.1,32.5,17.9,2014-01-25T00:00:00-05:00,20.5,28.0,15.0,9.9,11.9,5.9,5,11949
0,64.0,100.0,5.0,us,8.8,17.8,3.6,19.5,28.2,12.3,20816,0.0,49.8,75.9,32.2,1006.8,1009.8,1001.6,0.0,1.4,2.1,1.1,25.7,33.0,17.7,2014-01-26T00:00:00-05:00,22.1,27.6,15.2,5.9,13.3,1.2,5,11949
1,79.0,100.0,20.0,us,16.6,31.0,2.0,26.5,42.3,9.7,20816,0.0,49.6,62.4,36.7,1006.7,1018.1,1000.9,0.0,2.2,3.7,1.0,33.8,47.6,21.5,2014-01-27T00:00:00-05:00,29.2,41.1,18.1,9.6,17.3,3.6,5,11949
2,87.0,100.0,49.0,us,-4.2,5.4,-7.6,6.8,15.9,-3.8,20816,0.01,42.7,70.4,34.4,1023.8,1027.6,1018.5,0.2,0.8,1.2,0.6,14.7,19.8,9.7,2014-01-28T00:00:00-05:00,12.1,16.7,7.7,6.1,12.8,1.3,5,11949
3,43.0,100.0,6.0,us,0.0,8.8,-7.2,10.1,21.7,1.1,20816,0.02,52.0,86.7,30.6,1021.6,1023.8,1019.2,0.6,1.0,1.4,0.7,16.0,23.0,10.4,2014-01-29T00:00:00-05:00,13.6,19.2,8.3,4.1,7.8,0.7,5,11949
4,17.0,100.0,1.0,us,3.5,10.1,-1.3,18.9,28.2,9.7,20816,0.0,48.2,71.7,30.0,1024.3,1027.7,1019.0,0.0,1.1,1.5,0.9,21.1,31.7,9.7,2014-01-30T00:00:00-05:00,17.9,26.6,8.5,2.3,4.7,0.3,5,11949
5,69.0,100.0,9.0,us,12.8,18.9,10.0,33.6,49.6,19.1,20816,0.0,42.8,59.2,21.5,1017.5,1020.3,1015.6,0.0,1.7,2.2,1.5,34.5,49.6,23.2,2014-01-31T00:00:00-05:00,29.2,40.6,20.4,1.8,3.6,0.2,5,11949
6,40.0,89.0,18.0,us,22.4,31.4,17.1,37.8,48.7,27.5,20816,0.0,54.2,70.7,31.6,1018.5,1022.6,1013.0,0.0,2.6,3.7,2.0,38.7,50.7,27.5,2014-02-01T00:00:00-05:00,33.5,41.8,25.0,2.5,5.5,0.2,5,11949
7,62.0,98.0,25.0,us,30.4,36.1,26.1,46.8,61.4,34.1,20816,0.0,54.5,73.1,35.2,1011.4,1014.1,1009.6,0.0,3.6,4.4,3.0,46.9,61.4,34.1,2014-02-02T00:00:00-05:00,40.4,50.0,31.4,1.4,2.8,0.3,5,11949
8,89.0,100.0,63.0,us,35.3,40.1,29.1,33.7,45.8,28.7,20816,0.98,92.7,99.2,74.4,1016.1,1023.5,1012.7,0.0,4.3,5.2,3.3,37.3,46.9,31.0,2014-02-03T00:00:00-05:00,36.4,43.4,30.3,4.6,6.9,2.4,5,11949
9,58.0,89.0,29.0,us,24.5,28.5,22.5,30.3,36.0,25.4,20816,0.0,75.7,93.7,61.1,1024.5,1028.3,1018.8,0.0,2.7,3.2,2.5,31.6,36.6,27.1,2014-02-04T00:00:00-05:00,29.2,32.6,25.7,2.0,3.6,0.5,5,11949
10,74.0,100.0,29.0,us,31.3,36.6,21.7,31.8,37.2,24.1,20816,0.29,91.0,99.1,63.6,1008.6,1016.7,1002.1,2.2,3.7,4.6,2.5,33.9,39.8,29.6,2014-02-05T00:00:00-05:00,32.9,36.9,28.9,3.4,11.3,0.2,5,11949
11,73.0,98.0,34.0,us,18.3,21.4,16.1,26.2,32.4,19.7,20816,0.0,60.4,69.8,46.2,1021.4,1024.3,1015.6,0.0,2.1,2.4,1.9,30.5,34.7,26.8,2014-02-06T00:00:00-05:00,27.1,29.7,24.2,4.6,8.5,0.8,5,11949
12,55.0,100.0,26.0,us,20.5,23.1,16.7,31.9,40.0,25.0,20816,0.0,61.3,82.4,44.7,1022.4,1024.4,1020.4,0.0,2.3,2.6,2.0,32.9,41.0,25.0,2014-02-07T00:00:00-05:00,29.1,34.9,23.6,1.9,3.7,0.3,5,11949
13,78.0,100.0,42.0,us,17.0,21.1,13.1,29.2,32.4,26.1,20816,0.0,59.4,78.5,47.1,1021.7,1024.2,1018.2,0.0,2.0,2.4,1.7,29.6,32.9,26.1,2014-02-08T00:00:00-05:00,26.2,29.3,23.8,1.4,2.1,0.0,5,11949
14,71.0,100.0,32.0,us,23.6,29.0,19.5,28.1,31.4,24.3,20816,0.0,79.0,93.6,63.8,1015.9,1019.7,1011.9,0.0,2.7,3.3,2.2,29.5,33.4,24.3,2014-02-09T00:00:00-05:00,27.6,30.5,22.9,1.9,5.7,0.3,5,11949
15,57.0,85.0,13.0,us,15.3,27.2,10.6,22.3,26.1,15.9,20816,0.0,60.4,88.6,48.5,1019.0,1024.0,1013.2,0.0,1.9,3.1,1.5,27.5,30.3,23.1,2014-02-10T00:00:00-05:00,24.4,29.1,20.3,4.8,6.7,1.0,5,11949
16,15.0,47.0,9.0,us,9.8,10.4,8.8,20.8,27.6,15.2,20816,0.0,55.1,68.6,41.4,1025.8,1027.9,1023.5,0.0,1.4,1.5,1.4,24.0,30.5,18.6,2014-02-11T00:00:00-05:00,20.8,25.9,16.6,2.8,5.6,0.8,5,11949
17,55.0,89.0,8.0,us,12.1,22.7,6.2,18.4,24.5,11.1,20816,0.05,66.3,95.4,45.1,1026.6,1030.4,1018.3,0.8,1.6,2.5,1.2,22.1,28.0,15.1,2014-02-12T00:00:00-05:00,19.8,24.3,13.3,3.0,4.8,0.1,5,11949
18,79.0,100.0,10.0,us,30.0,34.2,22.1,23.7,29.5,15.1,20816,1.23,97.9,100.0,96.1,999.0,1017.2,988.6,12.3,3.6,4.2,2.5,30.6,34.6,22.8,2014-02-13T00:00:00-05:00,30.4,34.4,22.6,7.2,10.5,5.1,5,11949
19,56.0,100.0,2.0,us,25.7,31.1,20.2,36.5,49.3,26.0,20816,0.05,59.8,88.0,36.7,998.3,1003.0,991.5,0.0,3.0,3.7,2.3,39.1,49.3,32.0,2014-02-14T00:00:00-05:00,34.5,40.9,28.7,4.1,11.3,0.6,5,11949
