,0,1,2,3,4
183,8,77,9,35,11857
184,8,77,9,35,11857
185,8,77,9,35,11857
186,8,77,9,35,11857
187,8,77,9,35,11857
188,8,77,9,35,11857
189,8,77,9,35,11857
190,8,77,9,35,11857
191,8,77,9,35,11857
192,8,77,9,35,11857
193,8,77,9,35,11857
194,8,77,9,35,11857
195,8,77,9,35,11857
196,8,77,9,35,11857
197,8,77,9,35,11857
198,8,77,9,35,11857
199,8,77,9,35,11857
200,8,77,9,35,11857
201,8,77,9,35,11857
202,8,77,9,35,11857
203,8,77,9,35,11857
204,8,77,9,35,11857
205,8,77,9,35,11857
206,8,77,9,35,11857
207,8,77,9,35,11857
208,8,77,9,35,11857
209,8,77,9,35,11857
210,8,77,9,35,11857
211,8,77,9,35,11857
212,8,77,9,35,11857
213,8,77,9,35,11857
214,8,77,9,35,11857
215,8,77,9,35,11857
216,8,77,9,35,11857
217,8,77,9,35,11857
218,8,77,9,35,11857
219,8,77,9,35,11857
220,8,77,9,35,11857
221,8,77,9,35,11857
222,8,77,9,35,11857
223,8,77,9,35,11857
224,8,77,9,35,11857
225,8,77,9,35,11857
226,8,77,9,35,11857
227,8,77,9,35,11857
228,8,77,9,35,11857
229,8,77,9,35,11857
230,8,77,9,35,11857
231,8,77,9,35,11857
232,8,77,9,35,11857
233,8,77,9,35,11857
234,8,77,9,35,11857
235,8,77,9,35,11857
236,8,77,9,35,11857
237,8,77,9,35,11857
238,8,77,9,35,11857
239,8,77,9,35,11857
240,8,77,9,35,11857
241,8,77,9,35,11857
242,8,77,9,35,11857
243,8,77,9,35,11857
244,8,77,9,35,11857
245,8,77,9,35,11857
246,8,77,9,35,11857
247,8,77,9,35,11857
248,8,77,9,35,11857
249,8,77,9,35,11857
250,8,77,9,35,11857
251,8,77,9,35,11857
252,8,77,9,35,11857
253,8,77,9,35,11857
254,8,77,9,35,11857
255,8,77,9,35,11857
256,8,77,9,35,11857
257,8,77,9,35,11857
258,8,77,9,35,11857
259,8,77,9,35,11857
260,8,77,9,35,11857
261,8,77,9,35,11857
262,8,77,9,35,11857
263,8,77,9,35,11857
264,8,77,9,35,11857
265,8,77,9,35,11857
266,8,77,9,35,11857
267,8,77,9,35,11857
268,8,77,9,35,11857
269,8,77,9,35,11857
270,8,77,9,35,11857
271,8,77,9,35,11857
272,8,77,9,35,11857
273,8,77,9,35,11857
274,8,77,9,35,11857
275,8,77,9,35,11857
276,8,77,9,35,11857
277,8,77,9,35,11857
278,8,77,9,35,11857
279,8,77,9,35,11857
280,8,77,9,35,11857
281,8,77,9,35,11857
282,8,77,9,35,11857
283,8,77,9,35,11857
284,8,77,9,35,11857
285,8,77,9,35,11857
286,8,77,9,35,11857
287,8,77,9,35,11857
288,8,77,9,35,11857
289,8,77,9,35,11857
290,8,77,9,35,11857
291,8,77,9,35,11857
292,8,77,9,35,11857
293,8,77,9,35,11857
294,8,77,9,35,11857
295,8,77,9,35,11857
296,8,77,9,35,11857
297,8,77,9,35,11857
298,8,77,9,35,11857
299,8,77,9,35,11857
300,8,77,9,35,11857
301,8,77,9,35,11857
302,8,77,9,35,11857
303,8,77,9,35,11857
304,8,77,9,35,11857
305,8,77,9,35,11857
306,8,77,9,35,11857
307,8,77,9,35,11857
308,8,77,9,35,11857
309,8,77,9,35,11857
310,8,77,9,35,11857
311,8,77,9,35,11857
312,8,77,9,35,11857
313,8,77,9,35,11857
314,8,77,9,35,11857
315,8,77,9,35,11857
316,8,77,9,35,11857
317,8,77,9,35,11857
318,8,77,9,35,11857
319,8,77,9,35,11857
320,8,77,9,35,11857
321,8,77,9,35,11857
322,8,77,9,35,11857
323,8,77,9,35,11857
324,8,77,9,35,11857
325,8,77,9,35,11857
326,8,77,9,35,11857
327,8,77,9,35,11857
328,8,77,9,35,11857
329,8,77,9,35,11857
330,8,77,9,35,11857
331,8,77,9,35,11857
332,8,77,9,35,11857
333,8,77,9,35,11857
334,8,77,9,35,11857
335,8,77,9,35,11857
336,8,77,9,35,11857
337,8,77,9,35,11857
338,8,77,9,35,11857
339,8,77,9,35,11857
340,8,77,9,35,11857
341,8,77,9,35,11857
342,8,77,9,35,11857
343,8,77,9,35,11857
344,8,77,9,35,11857
345,8,77,9,35,11857
346,8,77,9,35,11857
347,8,77,9,35,11857
348,8,77,9,35,11857
349,8,77,9,35,11857
350,8,77,9,35,11857
351,8,77,9,35,11857
352,8,77,9,35,11857
353,8,77,9,35,11857
354,8,77,9,35,11857
355,8,77,9,35,11857
356,8,77,9,35,11857
357,8,77,9,35,11857
358,8,77,9,35,11857
359,8,77,9,35,11857
360,8,77,9,35,11857
361,8,77,9,35,11857
362,8,77,9,35,11857
363,8,77,9,35,11857
364,8,77,9,35,11857
365,8,77,9,35,11857
366,8,77,9,35,11857
367,8,77,9,35,11857
368,8,77,9,35,11857
369,8,77,9,35,11857
370,8,77,9,35,11857
371,8,77,9,35,11857
372,8,77,9,35,11857
373,8,77,9,35,11857
374,8,77,9,35,11857
375,8,77,9,35,11857
376,8,77,9,35,11857
377,8,77,9,35,11857
378,8,77,9,35,11857
379,8,77,9,35,11857
380,8,77,9,35,11857
381,8,77,9,35,11857
382,8,77,9,35,11857
383,8,77,9,35,11857
384,8,77,9,35,11857
385,8,77,9,35,11857
386,8,77,9,35,11857
387,8,77,9,35,11857
388,8,77,9,35,11857
389,8,77,9,35,11857
390,8,77,9,35,11857
391,8,77,9,35,11857
392,8,77,9,35,11857
393,8,77,9,35,11857
394,8,77,9,35,11857
395,8,77,9,35,11857
396,8,77,9,35,11857
397,8,77,9,35,11857
398,8,77,9,35,11857
399,8,77,9,35,11857
400,8,77,9,35,11857
401,8,77,9,35,11857
402,8,77,9,35,11857
403,8,77,9,35,11857
404,8,77,9,35,11857
405,8,77,9,35,11857
406,8,77,9,35,11857
407,8,77,9,35,11857
408,8,77,9,35,11857
409,8,77,9,35,11857
410,8,77,9,35,11857
411,8,77,9,35,11857
412,8,77,9,35,11857
413,8,77,9,35,11857
414,8,77,9,35,11857
415,8,77,9,35,11857
416,8,77,9,35,11857
417,8,77,9,35,11857
418,8,77,9,35,11857
419,8,77,9,35,11857
420,8,77,9,35,11857
421,8,77,9,35,11857
422,8,77,9,35,11857
423,8,77,9,35,11857
424,8,77,9,35,11857
425,8,77,9,35,11857
426,8,77,9,35,11857
427,8,77,9,35,11857
428,8,77,9,35,11857
429,8,77,9,35,11857
430,8,77,9,35,11857
431,8,77,9,35,11857
432,8,77,9,35,11857
433,8,77,9,35,11857
434,8,77,9,35,11857
435,8,77,9,35,11857
436,8,77,9,35,11857
437,8,77,9,35,11857
438,8,77,9,35,11857
439,8,77,9,35,11857
440,8,77,9,35,11857
441,8,77,9,35,11857
442,8,77,9,35,11857
443,8,77,9,35,11857
444,8,77,9,35,11857
445,8,77,9,35,11857
446,8,77,9,35,11857
447,8,77,9,35,11857
448,8,77,9,35,11857
449,8,77,9,35,11857
450,8,77,9,35,11857
451,8,77,9,35,11857
452,8,77,9,35,11857
453,8,77,9,35,11857
454,8,77,9,35,11857
455,8,77,9,35,11857
456,8,77,9,35,11857
457,8,77,9,35,11857
458,8,77,9,35,11857
459,8,77,9,35,11857
460,8,77,9,35,11857
461,8,77,9,35,11857
462,8,77,9,35,11857
463,8,77,9,35,11857
464,8,77,9,35,11857
465,8,77,9,35,11857
466,8,77,9,35,11857
467,8,77,9,35,11857
468,8,77,9,35,11857
469,8,77,9,35,11857
470,8,77,9,35,11857
471,8,77,9,35,11857
472,8,77,9,35,11857
473,8,77,9,35,11857
474,8,77,9,35,11857
475,8,77,9,35,11857
476,8,77,9,35,11857
477,8,77,9,35,11857
478,8,77,9,35,11857
479,8,77,9,35,11857
480,8,77,9,35,11857
481,8,77,9,35,11857
482,8,77,9,35,11857
483,8,77,9,35,11857
484,8,77,9,35,11857
485,8,77,9,35,11857
486,8,77,9,35,11857
487,8,77,9,35,11857
488,8,77,9,35,11857
489,8,77,9,35,11857
490,8,77,9,35,11857
491,8,77,9,35,11857
492,8,77,9,35,11857
493,8,77,9,35,11857
494,8,77,9,35,11857
495,8,77,9,35,11857
496,8,77,9,35,11857
497,8,77,9,35,11857
498,8,77,9,35,11857
499,8,77,9,35,11857
500,8,77,9,35,11857
501,8,77,9,35,11857
502,8,77,9,35,11857
503,8,77,9,35,11857
504,8,77,9,35,11857
505,8,77,9,35,11857
506,8,77,9,35,11857
507,8,77,9,35,11857
508,8,77,9,35,11857
509,8,77,9,35,11857
510,8,77,9,35,11857
511,8,77,9,35,11857
512,8,77,9,35,11857
513,8,77,9,35,11857
514,8,77,9,35,11857
515,8,77,9,35,11857
516,8,77,9,35,11857
517,8,77,9,35,11857
518,8,77,9,35,11857
519,8,77,9,35,11857
520,8,77,9,35,11857
521,8,77,9,35,11857
522,8,77,9,35,11857
523,8,77,9,35,11857
524,8,77,9,35,11857
525,8,77,9,35,11857
526,8,77,9,35,11857
527,8,77,9,35,11857
528,8,77,9,35,11857
529,8,77,9,35,11857
530,8,77,9,35,11857
531,8,77,9,35,11857
532,8,77,9,35,11857
533,8,77,9,35,11857
534,8,77,9,35,11857
535,8,77,9,35,11857
536,8,77,9,35,11857
537,8,77,9,35,11857
538,8,77,9,35,11857
539,8,77,9,35,11857
540,8,77,9,35,11857
541,8,77,9,35,11857
542,8,77,9,35,11857
543,8,77,9,35,11857
544,8,77,9,35,11857
545,8,77,9,35,11857
546,8,77,9,35,11857
547,8,77,9,35,11857
548,8,77,9,35,11857
549,8,77,9,35,11857
550,8,77,9,35,11857
551,8,77,9,35,11857
552,8,77,9,35,11857
553,8,77,9,35,11857
554,8,77,9,35,11857
555,8,77,9,35,11857
556,8,77,9,35,11857
557,8,77,9,35,11857
558,8,77,9,35,11857
559,8,77,9,35,11857
560,8,77,9,35,11857
561,8,77,9,35,11857
562,8,77,9,35,11857
563,8,77,9,35,11857
564,8,77,9,35,11857
565,8,77,9,35,11857
566,8,77,9,35,11857
567,8,77,9,35,11857
568,8,77,9,35,11857
569,8,77,9,35,11857
570,8,77,9,35,11857
571,8,77,9,35,11857
572,8,77,9,35,11857
573,8,77,9,35,11857
574,8,77,9,35,11857
575,8,77,9,35,11857
576,8,77,9,35,11857
577,8,77,9,35,11857
578,8,77,9,35,11857
579,8,77,9,35,11857
580,8,77,9,35,11857
581,8,77,9,35,11857
582,8,77,9,35,11857
583,8,77,9,35,11857
584,8,77,9,35,11857
585,8,77,9,35,11857
586,8,77,9,35,11857
587,8,77,9,35,11857
588,8,77,9,35,11857
589,8,77,9,35,11857
590,8,77,9,35,11857
591,8,77,9,35,11857
592,8,77,9,35,11857
593,8,77,9,35,11857
594,8,77,9,35,11857
595,8,77,9,35,11857
596,8,77,9,35,11857
597,8,77,9,35,11857
598,8,77,9,35,11857
599,8,77,9,35,11857
600,8,77,9,35,11857
601,8,77,9,35,11857
602,8,77,9,35,11857
603,8,77,9,35,11857
604,8,77,9,35,11857
605,8,77,9,35,11857
606,8,77,9,35,11857
607,8,77,9,35,11857
608,8,77,9,35,11857
609,8,77,9,35,11857
610,8,77,9,35,11857
611,8,77,9,35,11857
612,8,77,9,35,11857
613,8,77,9,35,11857
